DE;CODDIST;DISTR;CATEG;TIPOESC;CODESCMEC;NOMESC;;ENDESC;NUMESC;COMPLEND;BAIESC;CODCEP;COMPCEP;CEP;CAIXAPOSTA;CEPPOSTAL;DDD;FONE1;FONE1;FONE2;FONE2;FAX;EMAIL;FAX;email;SETOR
LESTE 1;64;PONTE RASA;1;08;35002800;THEREZA DOROTHEA DE ARRUDA REGO PROFESSORA;Thereza Dorothea De Arruda Rego Professora;R CONCEICAO DO CASTELO;64;;BURGO PAULISTA;03681;020;03681-020;;;011;22805940;+55 11 2280-5940;;;20430999;E002800A@EDUCACAO.SP.GOV.BR;+55 11 2043-0999;e002800a@educacao.sp.gov.br;02
LESTE 1;64;PONTE RASA;1;08;35039366;NELLO LORENZON;Nello Lorenzon;RUA SAO GONCALO DO SAPUCAI;61;;PONTE RASA;03891;050;03891-050;;;011;22805459;+55 11 2280-5459;20430976;+55 11 2043-0976;;E039366A@EDUCACAO.SP.GOV.BR;;e039366a@educacao.sp.gov.br;03
LESTE 1;87;VILA JACUI;1;08;35910855;JOSE BORGES DOS SANTOS JUNIOR REV;Jose Borges Dos Santos Junior Rev;R DANIEL ARCIONI;80;;LIMOEIRO;08051;080;08051-080;;;011;22800021;+55 11 2280-0021;22809774;+55 11 2280-9774;;E910855A@EDUCACAO.SP.GOV.BR;;e910855a@educacao.sp.gov.br;05
LESTE 4;05;ARTUR ALVIM;1;08;35002690;JOAO RAMACCIOTTI PROF;Joao Ramacciotti Prof;R DOUTOR JOAO DORIVAL CARDOSO;189;;PARQUE DAS PAINEIRAS;03694;060;03694-060;9999999999;03694060;011;22806711;+55 11 2280-6711;20465385;+55 11 2046-5385;22806711;E002690A@EDUCACAO.SP.GOV.BR;+55 11 2280-6711;e002690a@educacao.sp.gov.br;05
LESTE 4;24;CIDADE LIDER;1;08;35048641;PAULO LAURO DR;Paulo Lauro Dr;R VITALINO DOS SANTOS;85;;PARQUE SAVOY CITY;03570;160;03570-160;;;011;27439338;+55 11 2743-9338;27428527;+55 11 2742-8527;27439338;E048641A@EDUCACAO.SP.GOV.BR;+55 11 2743-9338;e048641a@educacao.sp.gov.br;03
LESTE 4;24;CIDADE LIDER;1;08;35909014;PARQUE SAVOY CITY II;Parque Savoy City Ii;RUA JAPARANA;98;;PARQUE SAVOY CITY;03570;310;03570-310;;;011;27218798;+55 11 2721-8798;27217826;+55 11 2721-7826;27218798;E909014A@EDUCACAO.SP.GOV.BR;+55 11 2721-8798;e909014a@educacao.sp.gov.br;06
LESTE 4;24;CIDADE LIDER;2;34;35295985;CENTRO ATEND SOCIO-EDUC AO ADOLESCENTE - ITAQUERA-UI;Centro Atend Socio-Educ Ao Adolescente - Itaquera-Ui;AVENIDA MIGUEL IGNACIO CURI;SN;;VILA CARMOSINA;08295;005;08295-005;;;011;20746830;+55 11 2074-6830;20740496;+55 11 2074-0496;;;;;03
SUL 3;55;PARELHEIROS;1;08;35924817;RENATA MENEZES DOS SANTOS PROFESSORA;Renata Menezes Dos Santos Professora;R MANOEL DA COSTA CAPANEMA;19;;CIDADE LUZ;04877;170;04877-170;;;011;59773444;+55 11 5977-3444;59773666;+55 11 5977-3666;;E924817A@EDUCACAO.SP.GOV.BR;;e924817a@educacao.sp.gov.br;13
SUL 3;55;PARELHEIROS;1;08;35925147;RECANTO CAMPO BELO;Recanto Campo Belo;R ADAO CABRAL NETTO;38;;RECANTO CAMPO BELO;04880;090;04880-090;;;011;59222935;+55 11 5922-2935;;;59222980;E925147A@EDUCACAO.SP.GOV.BR;+55 11 5922-2980;e925147a@educacao.sp.gov.br;03
LESTE 3;33;IGUATEMI;1;08;35352573;CONJUNTO HABITACIONAL CARRAOZINHO III;Conjunto Habitacional Carraozinho Iii;TRAVESSA SINHA MOCA;52;;JARDIM DA CONQUISTA (ZONA LESTE);08344;000;08344-000;;;011;22536623;+55 11 2253-6623;22536622;+55 11 2253-6622;;E352573A@EDUCACAO.SP.GOV.BR;;e352573a@educacao.sp.gov.br;01
LESTE 3;47;JOSE BONIFACIO;1;08;35902883;LUIZ VAZ DE CAMOES;Luiz Vaz De Camoes;R JOAO PEDRO LUNA;132;;CONJUNTO RESIDENCIAL JOSE BONIFACIO;08253;495;08253-495;;;011;25214762;+55 11 2521-4762;25213239;+55 11 2521-3239;25214762;E902883A@EDUCACAO.SP.GOV.BR;+55 11 2521-4762;e902883a@educacao.sp.gov.br;01
LESTE 3;47;JOSE BONIFACIO;1;08;35906207;YERVANT KISSAJIKIAN;Yervant Kissajikian;R PAISAGEM NOTURNA;353;;CONJUNTO RESIDENCIAL JOSE BONIFACIO;08253;440;08253-440;;;011;25216167;+55 11 2521-6167;25216167;+55 11 2521-6167;25216167;E906207A@EDUCACAO.SP.GOV.BR;+55 11 2521-6167;e906207a@educacao.sp.gov.br;01
LESTE 3;47;JOSE BONIFACIO;1;08;35909129;SUMIE IWATA PROFESSORA;Sumie Iwata Professora;RUA PROFESSORA LUCILA CERQUEIRA;100;;JARDIM SAO PEDRO;08420;690;08420-690;;;011;25519349;+55 11 2551-9349;25579191;+55 11 2557-9191;25579191;E909129A@EDUCACAO.SP.GOV.BR;+55 11 2557-9191;e909129a@educacao.sp.gov.br;03
LESTE 3;75;SAO RAFAEL;1;08;35003128;DECIO FERRAZ ALVIM PROFESSOR DOUTOR;Decio Ferraz Alvim Professor Doutor;RUA EDMUNDO DA CUNHA;95;;JARDIM ESTER;08330;230;08330-230;;;011;29192287;+55 11 2919-2287;;;29622640;E003128A@EDUCACAO.SP.GOV.BR;+55 11 2962-2640;e003128a@educacao.sp.gov.br;07
LESTE 3;75;SAO RAFAEL;1;08;35003177;ALCIDES BOSCOLO PROFESSOR;Alcides Boscolo Professor;R MIGUEL FERREIRA DE MELO;50;;JARDIM SANTO ANDRE;08390;000;08390-000;;;011;27512561;+55 11 2751-2561;27515190;+55 11 2751-5190;27515190;E003177A@EDUCACAO.SP.GOV.BR;+55 11 2751-5190;e003177a@educacao.sp.gov.br;05
LESTE 4;57;PARQUE DO CARMO;1;08;35041713;JOSE DE OLIVEIRA ORLANDI;Jose De Oliveira Orlandi;AV ADRIANO BERTOZZI;1195;;JARDIM HELIAN;08265;000;08265-000;;;011;25216781;+55 11 2521-6781;25231292;+55 11 2523-1292;25231292;E041713A@EDUCACAO.SP.GOV.BR;+55 11 2523-1292;e041713a@educacao.sp.gov.br;05
LESTE 4;73;SAO MATEUS;1;08;35909051;LOURENCO ZANELATTI;Lourenco Zanelatti;R DOUTOR PAULO QUEIROZ;1475;;JARDIM NOVE DE JULHO;03951;090;03951-090;;;011;29629856;+55 11 2962-9856;29623835;+55 11 2962-3835;29629856;E909051A@EDUCACAO.SP.GOV.BR;+55 11 2962-9856;e909051a@educacao.sp.gov.br;01
LESTE 4;73;SAO MATEUS;1;08;35909075;WILFREDO PINHEIRO PROF;Wilfredo Pinheiro Prof;R GALAXIA;321;;CIDADE SATELITE SANTA BARBARA;08330;415;08330-415;;;011;29622298;+55 11 2962-2298;29620336;+55 11 2962-0336;29622298;E909075A@EDUCACAO.SP.GOV.BR;+55 11 2962-2298;e909075a@educacao.sp.gov.br;05
LESTE 4;73;SAO MATEUS;1;08;35909130;INAH JACY DE CASTRO AGUIAR;Inah Jacy De Castro Aguiar;R PROFESSOR ADHEMAR ANTONIO PRADO;190;;JARDIM TIETE;03945;010;03945-010;;;011;29191945;+55 11 2919-1945;29620035;+55 11 2962-0035;29191945;E909130A@EDUCACAO.SP.GOV.BR;+55 11 2919-1945;e909130a@educacao.sp.gov.br;08
LESTE 4;76;SAPOPEMBA;1;08;35039093;JULIETA TERLIZZI BINDO PROFA;Julieta Terlizzi Bindo Profa;R ANTONIO RIBEIRO MACEDO;115;;VILA BANCARIA;03918;055;03918-055;;;011;22167908;+55 11 2216-7908;22160318;+55 11 2216-0318;22167908;E039093A@EDUCACAO.SP.GOV.BR;+55 11 2216-7908;e039093a@educacao.sp.gov.br;01
LESTE 4;91;VILA MATILDE;1;08;35002343;MARIA LOURDES N ALBERGARIA PROFA;Maria Lourdes N Albergaria Profa;R JOSE MASCARENHAS;456;;VILA MATILDE;03515;000;03515-000;;;011;26532789;+55 11 2653-2789;26535445;+55 11 2653-5445;26535445;E002343A@EDUCACAO.SP.GOV.BR;+55 11 2653-5445;e002343a@educacao.sp.gov.br;01
LESTE 3;75;SAO RAFAEL;1;08;35003311;ANDRE NUNES JUNIOR;Andre Nunes Junior;R SALVADOR DE PAIVA;145;;PARQUE SAO RAFAEL;08320;200;08320-200;;;011;29192253;+55 11 2919-2253;29624286;+55 11 2962-4286;29624286;E003311A@EDUCACAO.SP.GOV.BR;+55 11 2962-4286;e003311a@educacao.sp.gov.br;01
LESTE 3;75;SAO RAFAEL;1;08;35036961;MOZART TAVARES DE LIMA PROFESSOR;Mozart Tavares De Lima Professor;R MARCOS GONCALVES CORREA;21;;VILA BELA;08340;320;08340-320;;;011;27540900;+55 11 2754-0900;27541002;+55 11 2754-1002;27540900;E036961A@EDUCACAO.SP.GOV.BR;+55 11 2754-0900;e036961a@educacao.sp.gov.br;08
LESTE 3;75;SAO RAFAEL;1;08;35910831;GERALDINO DOS SANTOS DEPUTADO;Geraldino Dos Santos Deputado;AV DOS SERTANISTAS;1175;;JARDIM SAO FRANCISCO;08390;240;08390-240;;;011;27513840;+55 11 2751-3840;;;27513399;E910831A@EDUCACAO.SP.GOV.BR;+55 11 2751-3399;e910831a@educacao.sp.gov.br;05
CENTRO OESTE;32;MOEMA;1;08;35003924;NAPOLEAO DE CARVALHO FREIRE PROFESSOR;Napoleao De Carvalho Freire Professor;RUA IRAUNA;815;;INDIANOPOLIS;04518;061;04518-061;;;011;50448199;+55 11 5044-8199;50448108;+55 11 5044-8108;55321115;E003924A@EDUCACAO.SP.GOV.BR;+55 11 5532-1115;e003924a@educacao.sp.gov.br;02
CENTRO OESTE;35;ITAIM BIBI;1;08;35003918;ARISTIDES DE CASTRO;Aristides De Castro;R LEOPOLDO COUTO DE MAGALHAES JUNIOR;306;;ITAIM BIBI;04542;000;04542-000;;;011;31688632;+55 11 3168-8632;30713411;+55 11 3071-3411;31688632;E003918A@EDUCACAO.SP.GOV.BR;+55 11 3168-8632;e003918a@educacao.sp.gov.br;01
CENTRO OESTE;62;PINHEIROS;1;08;35003682;FERNAO DIAS PAES;Fernao Dias Paes;AVENIDA PEDROSO DE MORAIS;420;;PINHEIROS;05420;000;05420-000;;;011;30322215;+55 11 3032-2215;30323860;+55 11 3032-3860;30322215;E003682A@EDUCACAO.SP.GOV.BR;+55 11 3032-2215;e003682a@educacao.sp.gov.br;01
CENTRO OESTE;65;RAPOSO TAVARES;2;34;35113001;CENTRO ATEND SOCIOEDUC AO ADOLESCENTE CEDRO UI;Centro Atend Socioeduc Ao Adolescente Cedro Ui;RODOVIA RAPOSO TAVARES;KM 19;;JD ARPOADOR;05577;300;05577-300;;;011;37816044;+55 11 3781-6044;;;;;;;02
CENTRO OESTE;94;VILA SONIA;1;08;35004170;ANDRONICO DE MELLO PROFESSOR;Andronico De Mello Professor;RUA THEO DUTRA;33;;JARDIM COLOMBO;05628;000;05628-000;;;011;37427645;+55 11 3742-7645;37737829;+55 11 3773-7829;37737829;E004170A@EDUCACAO.SP.GOV.BR;+55 11 3773-7829;e004170a@educacao.sp.gov.br;03
CENTRO OESTE;94;VILA SONIA;1;08;35004259;ADOLFO TRIPOLI PROFESSOR;Adolfo Tripoli Professor;RUA LOURENCO DE AZEVEDO;149;;VILA MORSE;05624;060;05624-060;;;011;37427438;+55 11 3742-7438;37738175;+55 11 3773-8175;37427438;E004259A@EDUCACAO.SP.GOV.BR;+55 11 3742-7438;e004259a@educacao.sp.gov.br;03
CENTRO OESTE;94;VILA SONIA;2;07;35559167;ADOLFO TRIPOLI CL HOSPITALAR DARCY VARGAS;Adolfo Tripoli Cl Hospitalar Darcy Vargas;R DOUTOR SERAFICO DE ASSIS CARVALHO;34;;MORUMBI;05614;040;05614-040;;;011;37427438;+55 11 3742-7438;;;;;;;01
SUL 2;19;CAPAO REDONDO;1;08;35041051;CAROLINA CINTRA DA SILVEIRA PROFESSORA;Carolina Cintra Da Silveira Professora;R LUIS DA FONSECA GALVAO;226;;PARQUE MARIA HELENA;05855;300;05855-300;;;011;55126598;+55 11 5512-6598;55112450;+55 11 5511-2450;;E041051A@EDUCACAO.SP.GOV.BR;;e041051a@educacao.sp.gov.br;03
SUL 2;19;CAPAO REDONDO;1;08;35048720;ARISTON DE OLIVEIRA PROFESSOR TENENTE;Ariston De Oliveira Professor Tenente;R JOAO DA CRUZ E SOUSA;444;;JARDIM DAS ROSAS (ZONA SUL);05893;000;05893-000;;;011;58218588;+55 11 5821-8588;;;58217555;E048720A@EDUCACAO.SP.GOV.BR;+55 11 5821-7555;e048720a@educacao.sp.gov.br;01
SUL 2;19;CAPAO REDONDO;1;08;35902780;MARIA JANNUZZI MASCARI PROFESSORA;Maria Jannuzzi Mascari Professora;EST DE ITAPECERICA;9950;;PARQUE FERNANDA;05858;002;05858-002;;;011;58217900;+55 11 5821-7900;;;58215096;E902780A@EDUCACAO.SP.GOV.BR;+55 11 5821-5096;e902780a@educacao.sp.gov.br;06
SUL 2;19;CAPAO REDONDO;1;08;35908964;YOSHIO NINOMIYA;Yoshio Ninomiya;R JOAO ANDRE LEYSER;100;;JARDIM COLEGIO;05884;100;05884-100;;;011;58720777;+55 11 5872-0777;;;58733414;E908964A@EDUCACAO.SP.GOV.BR;+55 11 5873-3414;e908964a@educacao.sp.gov.br;05
SUL 2;43;JARDIM ANGELA;1;08;35004923;JOAO SILVA PROFESSOR;Joao Silva Professor;R ABILIO CESAR;243;;JARDIM SORAYA;05881;020;05881-020;;;011;58723030;+55 11 5872-3030;;;58720222;E004923A@EDUCACAO.SP.GOV.BR;+55 11 5872-0222;e004923a@educacao.sp.gov.br;02
SUL 2;43;JARDIM ANGELA;1;08;35461301;CHACARA SANTA MARIA;Chacara Santa Maria;AVENIDA DIAMANTE VERDE;158;;PARQUE INDEPENDENCIA;05880;280;05880-280;;;011;58706193;+55 11 5870-6193;;;;E461301A@EDUCACAO.SP.GOV.BR;;e461301a@educacao.sp.gov.br;01
SUL 2;43;JARDIM ANGELA;1;08;35902263;MARGARIDA MARIA ALVES;Margarida Maria Alves;R DIAMANTE VERDE;180;;PARQUE INDEPENDENCIA;05880;280;05880-280;;;011;58721100;+55 11 5872-1100;;;58734438;E902263A@EDUCACAO.SP.GOV.BR;+55 11 5873-4438;e902263a@educacao.sp.gov.br;01
LESTE 4;91;VILA MATILDE;1;08;35002458;BERNARDO RODRIGUES NOGUEIRA DOM;Bernardo Rodrigues Nogueira Dom;R DOM JOAO MARIA OGNO;481;;VILA MATILDE;03530;050;03530-050;;;011;26519935;+55 11 2651-9935;26511895;+55 11 2651-1895;26511895;E002458A@EDUCACAO.SP.GOV.BR;+55 11 2651-1895;e002458a@educacao.sp.gov.br;02
LESTE 2;36;ITAIM PAULISTA;1;08;35044313;JOAO PRADO MARGARIDO PROF;Joao Prado Margarido Prof;R CARMINE MONETTI;81;;JARDIM DAS OLIVEIRAS;08111;160;08111-160;;;011;29632554;+55 11 2963-2554;29633094;+55 11 2963-3094;;E044313A@EDUCACAO.SP.GOV.BR;;e044313a@educacao.sp.gov.br;07
LESTE 2;36;ITAIM PAULISTA;1;08;35910284;SERGIO PAULO MUNIZ PIMENTA CAPITAO;Sergio Paulo Muniz Pimenta Capitao;R GASPAR DE GODOI MOREIRA;19;;JARDIM SAO LUIS;08121;590;08121-590;;;011;29632539;+55 11 2963-2539;;;;E910284A@EDUCACAO.SP.GOV.BR;;e910284a@educacao.sp.gov.br;06
LESTE 2;36;ITAIM PAULISTA;1;08;35923597;WILSON RACHID;Wilson Rachid;AV ITAIM;SN;PREDIO;VILA ITAIM;08110;840;08110-840;;;011;29638145;+55 11 2963-8145;;;29638145;E923597A@EDUCACAO.SP.GOV.BR;+55 11 2963-8145;e923597a@educacao.sp.gov.br;02
LESTE 2;36;ITAIM PAULISTA;1;08;35925196;UMBERTO LUIZ D URSO DR;Umberto Luiz D Urso Dr;R MAGNOLIA AZUL;80;;ITAIM PAULISTA;08141;640;08141-640;;;011;25695324;+55 11 2569-5324;;;;E925196A@EDUCACAO.SP.GOV.BR;;e925196a@educacao.sp.gov.br;09
SUL 2;43;JARDIM ANGELA;1;08;35924404;APARECIDA DE LOURDES MORAIS ARAUJO PROFESSORA;Aparecida De Lourdes Morais Araujo Professora;RUA FORTE DO SANTO ANTONIO;64;;JARDIM RIO DOURO;04945;230;04945-230;;;011;55171259;+55 11 5517-1259;;;55172229;E924404A@EDUCACAO.SP.GOV.BR;+55 11 5517-2229;e924404a@educacao.sp.gov.br;06
SUL 2;46;JARDIM SAO LUIS;1;08;35005241;PAULO OCTAVIO DE AZEVEDO PROFESSOR;Paulo Octavio De Azevedo Professor;R ANTONIO VIEIRA MISTURA;440;;JARDIM BANDEIRANTE;04913;110;04913-110;;;011;;;58927793;+55 11 5892-7793;55146352;E005241A@EDUCACAO.SP.GOV.BR;+55 11 5514-6352;e005241a@educacao.sp.gov.br;04
SUL 2;46;JARDIM SAO LUIS;1;08;35005400;ALFREDO VIANELLO GREGORIO COMENDADOR;Alfredo Vianello Gregorio Comendador;RUA FELIPE DE VERAS;SN;;JD SAO LUIS;05818;260;05818-260;;;011;55151750;+55 11 5515-1750;;;58923662;E005400A@EDUCACAO.SP.GOV.BR;+55 11 5892-3662;e005400a@educacao.sp.gov.br;02
SUL 2;46;JARDIM SAO LUIS;1;08;35044398;ANTONIO BERNARDES DE OLIVEIRA PROFESSOR;Antonio Bernardes De Oliveira Professor;R JEAN MAROT;12;;JARDIM SAO JOAQUIM;04917;040;04917-040;;;011;55143564;+55 11 5514-3564;;;55146409;E044398A@EDUCACAO.SP.GOV.BR;+55 11 5514-6409;e044398a@educacao.sp.gov.br;05
SUL 2;46;JARDIM SAO LUIS;1;08;35297501;REPUBLICA DO PANAMA;Republica Do Panama;R PIEMONTE DA BORBOREMA;75;;JARDIM NELMA;05777;120;05777-120;;;011;58120879;+55 11 5812-0879;;;58120864;E297501A@EDUCACAO.SP.GOV.BR;+55 11 5812-0864;e297501a@educacao.sp.gov.br;01
SUL 2;46;JARDIM SAO LUIS;1;08;35900102;LEILA SABINO PROFESSORA;Leila Sabino Professora;R SILVILINO MANTOVANINI;300;;JARDIM RIVIERA;04925;040;04925-040;;;011;55176340;+55 11 5517-6340;;;55176389;E900102A@EDUCACAO.SP.GOV.BR;+55 11 5517-6389;e900102a@educacao.sp.gov.br;05
SUL 2;46;JARDIM SAO LUIS;1;08;35914745;NORBERTO ALVES RODRIGUES PROFESSOR;Norberto Alves Rodrigues Professor;R CARMEM ESCABIA MOTTA COELHO;50;;JARDIM MAZZA;05832;230;05832-230;;;011;55151271;+55 11 5515-1271;;;58924666;E914745A@EDUCACAO.SP.GOV.BR;+55 11 5892-4666;e914745a@educacao.sp.gov.br;03
CENTRO SUL;49;LIBERDADE;1;06;35498634;CEL JTO A EE ROOSEVELT PRESIDENTE;Cel Jto A Ee Roosevelt Presidente;RUA SAO JOAQUIM;120;;LIBERDADE;01508;000;01508-000;;;011;;;32086653;+55 11 3208-6653;32086775;;+55 11 3208-6775;;01
CENTRO SUL;53;MOOCA;1;08;35001661;MMDC;Mmdc;R CUIABA;667;;ALTO DA MOOCA;03183;001;03183-001;;;011;26013986;+55 11 2601-3986;;;26010499;E001661A@EDUCACAO.SP.GOV.BR;+55 11 2601-0499;e001661a@educacao.sp.gov.br;02
CENTRO SUL;68;SACOMA;1;08;35004492;GUALTER DA SILVA PROFESSOR;Gualter Da Silva Professor;RUA ANATOLE FRANCE;76;;VILA MOINHO VELHO;04283;050;04283-050;;;011;22157433;+55 11 2215-7433;22737841;+55 11 2273-7841;;E004492A@EDUCACAO.SP.GOV.BR;;e004492a@educacao.sp.gov.br;02
CENTRO SUL;68;SACOMA;1;08;35904326;TANCREDO NEVES PRESIDENTE;Tancredo Neves Presidente;AVENIDA MARGINAL COM RUA BARBINOS;111;;JARDIM PATENTE;04243;000;04243-000;;;011;29458866;+55 11 2945-8866;29458866;+55 11 2945-8866;29458866;E904326A@EDUCACAO.SP.GOV.BR;+55 11 2945-8866;e904326a@educacao.sp.gov.br;01
CENTRO SUL;90;VILA MARIANA;1;08;35003724;ROLDAO LOPES DE BARROS PROFESSOR;Roldao Lopes De Barros Professor;RUA COLONIA DA GLORIA;580;;JARDIM DA GLORIA;04113;001;04113-001;;;011;55498557;+55 11 5549-8557;55717933;+55 11 5571-7933;;E003724A@EDUCACAO.SP.GOV.BR;;e003724a@educacao.sp.gov.br;04
LESTE 2;44;JARDIM HELENA;1;08;35923588;MARIA DE LOURDES VIEIRA;Maria De Lourdes Vieira;R PEDROSO DA SILVA;744;;PARQUE PAULISTANO;08080;040;08080-040;;;011;25812188;+55 11 2581-2188;25811888;+55 11 2581-1888;;E923588A@EDUCACAO.SP.GOV.BR;;e923588a@educacao.sp.gov.br;03
LESTE 2;74;SAO MIGUEL;1;08;35002902;CARLOS GOMES;Carlos Gomes;AV ANTONIO BERNARDO SILVESTRE;203;;VILA SAO SILVESTRE;08011;390;08011-390;8011390;08011390;011;22971079;+55 11 2297-1079;29567170;+55 11 2956-7170;22971079;E002902A@EDUCACAO.SP.GOV.BR;+55 11 2297-1079;e002902a@educacao.sp.gov.br;07
LESTE 2;74;SAO MIGUEL;2;15;35454564;CENTRO DE PROGRESSAO PENITENCIARIA DE SAO MIGUEL PAULISTA;Centro De Progressao Penitenciaria De Sao Miguel Paulista;R AMERICO GOMES DA COSTA;305 A;;VILA AMERICANA;08010;120;08010-120;;;011;20315369;+55 11 2031-5369;;;20313195;;+55 11 2031-3195;;07
LESTE 2;84;VILA CURUCA;2;34;35559748;CENTRO ATEND SOCIO-EDUC ADOLESC - VILA CONCEICAO-UI;Centro Atend Socio-Educ Adolesc - Vila Conceicao-Ui;RUA JEAN LACOME;78;;JARDIM QUISISANA (VILA NOVA CURUCA);08150;586;08150-586;;;011;25147122;+55 11 2514-7122;;;;;;;07
LESTE 2;96;LAJEADO;1;08;35037096;COSME DE FARIA MAJOR;Cosme De Faria Major;R ANIBAL THOMAZ GOMES;87;;JARDIM NOVA GUAIANAZES;08431;191;08431-191;;;011;25579441;+55 11 2557-9441;25576453;+55 11 2557-6453;25579441;E037096A@EDUCACAO.SP.GOV.BR;+55 11 2557-9441;e037096a@educacao.sp.gov.br;08
LESTE 3;25;CIDADE TIRADENTES;1;08;35036812;PAULO SARASATE GOVERNADOR;Paulo Sarasate Governador;R INACIO PINTO LIMA;199;GUAIANASES;CONJUNTO RESIDENCIAL PRESTES MAIA;08490;020;08490-020;;;011;25552982;+55 11 2555-2982;25552305;+55 11 2555-2305;25552982;E036812A@EDUCACAO.SP.GOV.BR;+55 11 2555-2982;e036812a@educacao.sp.gov.br;01
LESTE 3;25;CIDADE TIRADENTES;1;08;35908368;OSWALDO GAGLIARDI;Oswaldo Gagliardi;RUA INACIO MONTEIRO;3206;;COHAB CONCEICAO;08490;000;08490-000;;;011;25554026;+55 11 2555-4026;25552766;+55 11 2555-2766;;E908368A@EDUCACAO.SP.GOV.BR;;e908368a@educacao.sp.gov.br;02
LESTE 3;31;GUAIANASES;1;08;35037060;ROCCA DORDALL;Rocca Dordall;RUA DOUTOR RODRIGUES DE ALMEIDA;143;VILA BUENOS A;VILA BUENOS AIRES;08411;350;08411-350;;;011;25579140;+55 11 2557-9140;;;25571391;E037060A@EDUCACAO.SP.GOV.BR;+55 11 2557-1391;e037060a@educacao.sp.gov.br;01
LESTE 3;31;GUAIANASES;1;08;35907029;FABIO AGAZZI;Fabio Agazzi;R ALVARO DA COSTA;60;;JARDIM SAO PAULO(ZONA LESTE);08461;420;08461-420;;;011;25559516;+55 11 2555-9516;25558125;+55 11 2555-8125;25559516;E907029A@EDUCACAO.SP.GOV.BR;+55 11 2555-9516;e907029a@educacao.sp.gov.br;03
LESTE 3;33;IGUATEMI;1;08;35921464;CONJUNTO HABITACIONAL CARRAOZINHO;Conjunto Habitacional Carraozinho;AV GONCALVES DA COSTA;317;;JARDIM VILA CARRAO;08340;520;08340-520;;;011;27536800;+55 11 2753-6800;27538435;+55 11 2753-8435;;E921464A@EDUCACAO.SP.GOV.BR;;e921464a@educacao.sp.gov.br;07
LESTE 3;47;JOSE BONIFACIO;1;08;35044325;SALIM FARAH MALUF PROFESSOR;Salim Farah Maluf Professor;R JARDIM TAMOIO;100;;CONJUNTO RESIDENCIAL JOSE BONIFACIO;08255;010;08255-010;;;011;25210892;+55 11 2521-0892;25214771;+55 11 2521-4771;25214771;E044325A@EDUCACAO.SP.GOV.BR;+55 11 2521-4771;e044325a@educacao.sp.gov.br;03
LESTE 3;47;JOSE BONIFACIO;1;08;35906967;SALVADOR ALLENDE GOSSENS PRESIDENTE;Salvador Allende Gossens Presidente;R DOMINGOS LISBOA;139;;CONJUNTO RESIDENCIAL JOSE BONIFACIO;08250;690;08250-690;;;011;29445277;+55 11 2944-5277;22864775;+55 11 2286-4775;29445277;E906967A@EDUCACAO.SP.GOV.BR;+55 11 2944-5277;e906967a@educacao.sp.gov.br;01
LESTE 3;75;SAO RAFAEL;1;08;35048653;MOACYR AMARAL DOS SANTOS;Moacyr Amaral Dos Santos;R CARLOS BELLEVILLE;22;;JARDIM BURITI;08320;880;08320-880;;;011;29193430;+55 11 2919-3430;29627868;+55 11 2962-7868;29627868;E048653A@EDUCACAO.SP.GOV.BR;+55 11 2962-7868;e048653a@educacao.sp.gov.br;01
LESTE 3;75;SAO RAFAEL;1;08;35923278;SILVANA EVANGELISTA PROFESSORA;Silvana Evangelista Professora;AV RODOLFO PIRANI;392;;JARDIM RODOLFO PIRANI;08310;000;08310-000;;;011;27513530;+55 11 2751-3530;27518262;+55 11 2751-8262;27518262;E923278A@EDUCACAO.SP.GOV.BR;+55 11 2751-8262;e923278a@educacao.sp.gov.br;03
CENTRO OESTE;12;BUTANTA;1;08;35003955;KEIZO ISHIHARA;Keizo Ishihara;R MARIO GESSULLO;60;;CONJUNTO RESIDENCIAL BUTANTA;05540;130;05540-130;;;011;37219374;+55 11 3721-9374;;;;E003955A@EDUCACAO.SP.GOV.BR;;e003955a@educacao.sp.gov.br;01
CENTRO OESTE;12;BUTANTA;1;08;35003967;KYRILLOS DOUTOR;Kyrillos Doutor;R ANTONIO ADIB CHAMMAS;124;;INSTITUTO DE PREVIDENCIA;05530;090;05530-090;;;011;37210066;+55 11 3721-0066;37210379;+55 11 3721-0379;37210066;E003967A@EDUCACAO.SP.GOV.BR;+55 11 3721-0066;e003967a@educacao.sp.gov.br;02
CENTRO OESTE;41;JAGUARE;1;08;35038131;AUGUSTO DO AMARAL DEPUTADO;Augusto Do Amaral Deputado;RUA EULO MARONI;244;;VILA LAGEADO;05338;100;05338-100;;;011;37682342;+55 11 3768-2342;37682542;+55 11 3768-2542;37682542;E038131A@EDUCACAO.SP.GOV.BR;+55 11 3768-2542;e038131a@educacao.sp.gov.br;01
CENTRO OESTE;48;LAPA;1;08;35003347;REYNALDO PORCHAT PROFESSOR;Reynaldo Porchat Professor;R DOS ALIADOS;540;;ALTO DA LAPA;05082;000;05082-000;;;011;38327885;+55 11 3832-7885;;;38341357;E003347A@EDUCACAO.SP.GOV.BR;+55 11 3834-1357;e003347a@educacao.sp.gov.br;03
CENTRO OESTE;48;LAPA;1;08;35003612;GUILHERME KUHLMANN;Guilherme Kuhlmann;LARGO DA LAPA;124;;LAPA DE BAIXO;05069;030;05069-030;;;011;36116597;+55 11 3611-6597;36115667;+55 11 3611-5667;36616597;E003612A@EDUCACAO.SP.GOV.BR;+55 11 3661-6597;e003612a@educacao.sp.gov.br;01
